ID	Markup	Left column	Main column	Pounds	Shillings	Pence
296	tr	19	p[ai]d Capt[ain] Robert Burghill for pad[es] bridles & bitt[es] for his 2 trumpeters farrier and sadler	6	0	0
297	tr		more for scarff[es] for his troope	30	0	0
298	close table	51	p[ai]d Capt[ain] walter Longe for mountinge his 3 corporall[es] 42l more 2 trumpeters 1 sadler & farier 32l more for scarff[es] 30l	104	0	0
299	head		24 [August 1642]			
300	open table	54	p[ai]d Capt[ain] Fitch for on monthes pay of 98 soldiers of my lord brook[es] regiment musterd & beginin 17 Aug[us]t	91	9	4
301	tr	19	p[ai]d the Lord Brooke for a months pay of 197 soldiers his owne comp[any] beginning as above	183	17	4
302	tr	54	p[ai]d Capt[ain] Ralph Cottesforth for one months pay of 86 sold[ie]rs of the same regim[en]t entring as above	80	5	4
303	tr	32	p[ai]d Capt[ain] John Fines for monting 3 corporall[es] 42l more 2 trumpeters a farier & a sadler 32. / more for scarff[es] 30l	104	0	
304	tr	15	p[ai]d Collonell Arthur Goodwine for mountinge 3 corporall[es] 42l. more 2 trumpet[e]rs a farrier & a sadler 32l. / for scarff[es] 30l	104	0	0
305	tr	55	p[ai]d Captain ward for a months pay of his companye of 100 sold[ier]s in the G[enera]lls regim[en]t	93	6	8
306	tr	sallery	p[ai]d m[aste]r walter Strickland for his charges in the publicke service of the state	100	0	0
307	close table			71993	15	11
308	pb		13v			
309	table (single row)		Sommeth [th]e paym[en]ts on the other side	71993	15	11
310	head		24 Aug[us]t [1642]			
311	open table	55	p[ai]d S[i]r Thomas Sand[er]s Capt[ain] of a troope of 60 harquebusiers for mountinge 3 corporall[es] 42l more 2 trumpeters 1 farrier & 1 sadler 32l more for scarfs 30l	104	0	0
312	close table	56	p[ai]d Captaine John Lilborne for a monthes pay of his companie of 97 menn in the regiment of my lord Brooke musterd the 18 present	90	10	8
313	head		25 [August 1642]			
314	open table	56	p[ai]d Captaine Edward Clarke for mountinge & apointinge himself & his off[ice]rs	280	0	0
315	tr	sallery	p[ai]d w[illia]m Dickenson m[aste]r of the castle of Hull for fraight & wages of menn for bringinge Tent[es] and Hulsters from hull	16	15	0
316	tr	57	p[ai]d S[i]r Edward Boyes kn[igh]tt nominated for Captaine of Dover Castell toward [th]e repaire of that Castle & other incident charges	200	0	0
317	tr	39	p[ai]d Captaine Owen Rowe & Capt[ain] Bradlye for repairinge of Armes [...]	500	0	0
318	tr	57	p[ai]d Capt[ain] Constance Ferrer for one monthes pay for his comp[any] of 119 men in my [Lord] stamfords regiment	111	1	8
319	tr	58	p[ai]d Capt[ain] Thomas Savill for on months paye for his comp[any] of 99 menn or [th]e same regiment	92	8	0
320	tr	58	p[ai]d Capt[ain] Edward Massey for on months pay of 113 sold[ie]rs of the same regiment theas 3 comp[anies] beginin the 18 august	105	9	4
321	tr	59	p[ai]d Captaine Arnold Cosby for on m[onth] paye for 70 sold[ie]rs of the same regiment [...] this comp[any] begins the 20 Aug[us]t	65	6	8
322	tr	sallery	p[ai]d Anthony Niccol[es] for reward[es] to severall persons for seasinge of armes postinge to & from severall part[es] of the kingdome & other charges by him expended	76	15	0
323	tr	59	p[ai]d M[aste]r Samuel warner apointed by [th]e Committe of the militia in the citty of london by order of his Excellence for the service of the state	500	0	0
324	close table			74136	2	3
325	pb		14r			
326	table (single row)		Sommeth the paym[entes] on the other side	74136	2	3
327	head		25 [August 1642]			
328	open table	sallery	p[ai]d m[aste]r Thomas Pudsey for the like some lent and disbursed by him in the service of kent	100	0	0
329	tr	23	p[ai]d Captaine Allexand[e]r Pime for on monthes pay advance for his troop of 60 harqueb[usiers]	349	6	0
330	tr	10	p[ai]d Captaine Francis Fienes for on half monthes pay for his troope 174l.13 - more for allowance for scarff[es] 30l more for an arreer for the last 1/2 months paye 1.15	206	8	0
331	tr	33	p[ai]d S[i]r w[illia]m Balfour capt[ain] of a troope of Cuirassiers for scarff[es]	40	0	0
332	tr		more for scarff[es] for a troop of harqueb[usiers]	30	0	0
333	tr	28	p[ai]d the Lord Hastings for advance of another half monthes pay of a troop of 60 harqueb[usiers]	174	13	0
334	tr	52	p[ai]d Captain Charles Chichester for on monthes pay of a troope of Carabins consistinge of 68 besid[es] officers to begine from the 24 of this mo[nth]	307	6	0
335	tr	10	p[ai]d the Earle of Stamford for on mo[nths] pay of his l[ordshi]ps owne compa[ny] of 193 [^men^] beginning the 18 of Aug[us]t	180	2	0
336	close table	4	p[ai]d W[illia]m Mercer leiff[tenan]te to Captain urry who was formerlie listed in the Irish service & rec[eived] 12l & now doth attend this service for whose mountinge he was ordred 60l abatinge 12 rest	48	0	0
337	head		26 [August 1642]			
338	open table	60	p[ai]d m[aste]r durand Hotham to be imployed by S[i]r John Hotham in paym[en]t of the garison of hull	2000	0	0
339	tr	60	p[ai]d Ambrose Tindall for on mo[nths] pay for his compa[ny] of 78 soldiers part of the compa[ny] of fierlock[es] belonging to the G[enera]ll[es] reg[imen]t	72	16	0
340	tr	10	p[ai]d m[aste]r John Sedgwick chaplain to the Earle of Stamford by way of advance to provid	20	-	-
341	tr		p[ai]d Obedia Sedgqicke Chaplain to denzill hollis by advance to provid necessaries	20	0	0
342	close table			77684	13	3
343	pb		14v			
344	table (single row)		Somm[e]th [th]e pay[mentes] on the other side	77684	13	3
345	head		26 Aug[us]t 1642			
346	open table	61	p[ai]d S[i]r sigismond Allexander Captaine of a troop of horse by way of advance for himself	120	0	0
347	tr		more for on monthes pay for his troope of 70 Harqueb[usiers]	384	6	0
348	tr	61	p[ai]d John strelly cornet to Capt[ain] S[i]r Sigismond Allexander, who was formerlie listed in the Irish service & receaved 12l and beinge now taken on and allowed in this expedition 50. the 12 abated remains	38	0	0
349	tr	61	p[ai]d Phillip vander[?.eiden?] leifft[enan]te to S[i]r Sigismond who was in the Irish service & rec[eive]d 20l & beinge now imployed hear is to have 60 rest[es]	40	0	0
350	tr	61	p[ai]d John Burgesse Quartermaster to S[i]r Sigismond who in the Irish service had receaved 12l & now in this was to rec 30 rest[es]	18	0	0
351	tr	8	p[ai]d Thomas Fortescue leifft[enant] to S[i]r Faithfull Fortescue, who in the Irish service had rec[eive]d 12 & now in this is to have 60l rest[es]	48	0	0
352	tr	8	p[ai]d Elias wally Cornet to S[i]r Faithfull fortescue who in the Irish service had rec[eive]d 12 and now in this is to have 50l rest[es]	38	0	0
353	tr	8	p[ai]d Jo[hn] ven de Gerish quarterm[aste]r to S[i]r Faithfull fortescue who in the Irish service had rec[eived] 12l, and now in this appointed 30l rest[es]	18	0	0
354	tr	61	p[ai]d Capt[ain] Robert Wiltshire of the regim[en]t of S[i]r w[illia]m Fairffax for on months pay of 57 soldiers from the 23 Aug[us]t	53	4	0
355	tr	51	p[ai]d Capt[ain] walter longe for on monthes pay of 60 harqueb[usiers] to begine the 20 Aug[us]t	349	6	0
356	tr	32	p[ai]d Capt[ain] John Fines for on monthes pay of his troop of 60 harqueb[usiers] beginninge the 22 Aug[us]t	349	6	0
357	tr	21	p[ai]d Capt[ain] w[illia]m Anselme by imprest for furnishinge his troope of 100 curassiers w[i]th scarff[es]	50	0	0
358	tr	62	p[ai]d Capt[ain] Edward Gray of the Earle of Stamford[es] regim[en]t for on mo[nths] pay of his compa[ny] of 74 sold[ier]s beginning 20 Aug[us]t	69	1	4
359	close table			79259	16	7
360	pb		15r			
361	table (single row)		Sommeth the payment[es] on the other side	79259	16	7
362	head		26 [August 1642]			
363	open table	16	p[ai]d Capt[ain] Georg Austine for on months pay of his troop of 40 Carabins besid[es] offic[e]rs under the Command of Collonel Sand[es] beginning the 19 Aug[us]t	279	6	0
364	tr		more p[ai]d him for scarff[es], note 30l for 40 men	30	0	0
365	tr		more for mountinge 3 corporall[es] 42 & for 2 trumpeters a sadler & a farier 32.	74	-	-
366	tr	62	p[ai]d Captaine Titus leighton for a monthes pay of his compa[ny] of 67 soldiers in S[i]r w[illia]m Fairfax reg[imen]t beginning 21 present	69	10	8
367	tr	63	p[ai]d Captaine John Needham by way of advance toward[es] the pay of 70 soldiers under his owne Command	100	0	0
368	tr	37	p[ai]d S[i]r Phillip Stapleton for mountinge of 20 gentlemen more of my Lord G[enera]lls troope at 15l a mann	300	0	0
369	close table		more for a horse for the surgeon belonginge to the troope 8l & for his chest 8l	16	0	0
370	head		27 [August 1642]			
371	open table	25	p[ai]d Captaine Hercules Langrish for on months pay for his troop of 60 harqueb[usiers] to begin from the 28 day of Aug[us]t	349	6	0
372	tr	4	p[ai]d George Sedaskeen Cornet to Capt[ain] John urry beinge formerlie listed for the Irish service & receaved 12l; & now uppon this service is apointed 50 rest[es] p[ai]d	38	0	0
373	tr	31	p[ai]d James Senior provost marshall G[enera]ll for on months pay for him self and officers beginning 23 Aug[us]t	90	14	8
374	tr	49	p[ai]d Thomas Pudsey from my Lord G[enera]lls entertainm[en]t as G[enera]ll of the Army at xl p[er] diem from the 15 July inclusive to the 27 Aug[us]t exclusive 43 daies	430	0	0
375	tr	10	p[ai]d the Earle of Stamford of on months entertainm[en]t for himself and officers of his regim[en]t to begine [th]e 28 Aug[us]t pre[esen]t	542	16	0
376	tr	63	p[ai]d Capt[ain] Thomas Hamond for advance of on mo[nths] pay for himself officers & troope of 60 harqueb[usiers] by way of imprest	349	6	0
377	tr		more for mountinge 3 corporall[es] 42 more 2 trumpeters & 1 farrier & sadler 32. more for scarff[es] 30.	104	0	0
378	close table			82032	15	11
379	pb		15v			
380	table (single row)		Sommeth the paym[entes] on the other side	82032	15	11
381	head		27 [August 1642]			
382	open table	29	Captaine Edward Wingatt for on months pay for himself and officers of a troop of 60 harqueb[usiers] by advance	349	6	0
383	tr		more 94.10.6. beinge the pay due unto the officers of the said troope from the 30 of Julie last inclusive to the 18 of this instant Aug[us]t exclusive being 19 daies	94	10	6
384	tr	25	p[ai]d Captaine Adrian Scroope for advance of on months pay for himself officers & troop by way of imprest	349	6	0
385	tr		more for mountinge of 3 corporall[es] 42 2 trumpeters a sadler & a farier 32 & for scarff[es] all by way of imprest 30	104	0	0
386	tr	43	p[ai]d Capt[ain] Francis Tomson for mounting 3 corporall[es] 42 2 trumpeters a sadler & a farrier 32l for scarff[es] 30	104	0	0
387	close table	11	p[ai]d Captaine Thomas Temple for on monthes pay of his troope of 60 harqueb[usiers] by imprest	349	6	-
388	head		29th August [1642]			
389	open table		p[ai]d Captaine Fra[ncis] Tomson for the advance of on monthes paye of his troop of 60 harquebusiers besid[es] officers by way of imprest	349	6	0
390	tr	sallery fol 5	p[ai]d Docter Burgesse preacher to my lord Gen[era]lls regiment for his advance monie	20	0	0
391	tr	64	p[ai]d Capt[ain] valentine walton for mounting him self & officers	280	0	0
392	tr	42	p[ai]d John Baldwine provost marshall Gen[era]ll of the horse for on months pay for him self & his officers the month to beginn the 25 Aug[us]t present	49	0	0
393	tr	42	more p[ai]d him for the entertainm[en]t of himself and his horses from the 30 Julie to the 25 of Aug[us]t	19	10	0
394	tr	8	p[ai]d S[i]r Faithfull Fortescue for on mo[nths] pay of his troope of 70 harqueb[usiers] besid[es] officers to beginn from the 27 of this pres[en]t Aug[us]t	384	6	0
395	tr		more for allowance of scarff[es] to his troop of 70 horse	35	0	0
396	close table			84520	6	5
397	pb		16r			
398	table (single row)		Sommeth the paym[entes] on the other side	84520	6	5
399	head		29 [August 1642]			
400	table (single row)	39	p[ai]d Captaine Bradley for reparing the Armes that came from Hull & buyinge pistoll[es] and other thing[es] for his service	500	0	0
401	head		30 [August 1642]			
402	open table	sallery fo. 6	p[ai]d Adoniram Bifeild Chaplaine of the regiment of foot of S[i]r Henry Cholmlye for soe much allowed him to provide him self necessaries to attend the service	20	0	0
403	tr	40	p[ai]d S[i]r John Merricke for his pay of sergeant Major G[enera]ll of the army for on mo[nths] pay vizt from the 30 of Julie inclusive to the 28th of Aug[us]t Exclusive beinge 1 month of 28 dayes 56l & for his pay due to him as president of [th]e councell of warr the same time 21l	77	0	0
404	tr	27	p[ai]d Capt[ain] John Hall Capt[ain] of a troop of 60 harqueb[usiers] for on mo[nths] pay to begin from the 27 Aug[us]t	349	6	0
405	tr	80	p[ai]d Lawrence Loe surgeon to my Lord G[enera]ll and his traine for on months pay for him self and 2 mates to beginn from the 30 of Julie [?since?]	28	0	0
406	tr	8	p[ai]d James Bricknell surgeon to S[i]r w[illia]m walers regiment for chest monie 15l more for on mo[nths] intertainm[en]t for himself and his 2 mates at 9s p[er] diem 12 12	27	12	0
407	tr	21	p[ai]d S[i]r w[illia]m Fairffax Collonell of a reg[imen]t of Foot imprested uppon accompt	100	0	0
408	tr	64	p[ai]d w[illia]m Earle of Bedford g[enera]ll of the horse for his allowance of 6l a day from [th]e 21 of Julie Inclusive to the 29 Aug[us]t exclusive beinge 38 dayes	228	0	0
409	tr	23	p[ai]d to m[aste]r Henry Martine by way of imprest for the service of hull	70	0	0
410	tr	10	p[ai]d Capt[ain] Fra[ncis] Fines for the entertainm[en]t of himself & officers from the 22 Julie exclusive to the 5 of this instant Aug[us]t inclusive	69	13	0
411	tr	26	p[ai]d Capt[ain] John Fleming for providing 63 great sadles and bitt[es] for the furnishing of his troope at 50s each sadle & bitt	157	10	0
412	close table			86147	7	5
413	pb		16v			
414	table (single row)		Sommeth the paym[entes] on the other side	86147	7	5
415	head		30 [August 1642]			
416	open table	61	p[ai]d S[i]r Sigismond Alexand[e]r for allowance for scarff[es] of his troope of 70 harqueb[usiers]	35	0	0
417	tr	65	p[ai]d S[i]r Edward Dodsworth Comissarie G[enera]ll of the horse for on months advance of pay	42	0	0
418	tr	65	p[ai]d leifften[an]t Collonel Parkinson of my lord mandevill[es] reg[imen]t for one mo[nths] pay of his company of 83 sol[diers] begininge 22 day of Aug[us]t	77	9	4
419	tr	47	p[ai]d Capt[ain] Oliver Cromwell for mounting 3 corporall[es] 42 two trumpeters a farier and a sadler 32l & scarff[es] 30	104	0	0
420	tr	66	p[ai]d Captaine Anto[ny] Sanderson for on mo[nths] entertainm[en]t of himself & officers & for levy monie of 100 men 50	92	0	0
421	tr		more for provision of cull[er]s partizan[es] halbert[es] and drum[es]	25	-	
422	tr	10	p[ai]d the Earle of Stamford for advance of on monthes pay for his troop of horse the said month to begine the third of [Septem]bre next	349	6	0
423	tr	66	p[ai]d S[i]r Arthur Hazelrig for advance of on mo[nths] pay of his troope of horse by way of imprest	349	6	0
424	tr		more for advance monie to himself and officers	280	0	0
425	tr		more for mountinge of 3 corporall[es] 42 2 trumpet[e]rs 1 farier 32 & a sadler 32	74	0	0
426	tr	67	Sent to to be imployed for the use of the army quarteringe in and about Coventry this monie is to be d[elivere]d to sergant major Ballard S[i]r Henry cholmlie & S[i]r Edward Peto	8000	0	0
427	tr	67	p[ai]d Capt[ain] Nicholas Devereux for on mo[nths] pay of his compa[ny] of 90 fierlocks under the g[enera]lls regiment to beginn 22 aug[us]t	84	0	0
428	tr	68	p[ai]d Captain Robert Turner for on mo[nths] pay of his compa[ny] of 83 sold[ier]s of the g[enera]lls reg[imen]t beginning 22 aug[us]t	68	2	8
429	tr	68	p[ai]d M[aste]r John Knight w[hi]ch monie is to be Issued for the publicke service of the state	100	0	0
430	close table			95827	11	5
431	pb		17r			
432	table (single row)		Sommeth [th]e paym[en]ts on the other side	95827	11	5
433	head		30 [August 1642]			
434	table (single row)	22	p[ai]d the Lord Rochford Collonell of 800 men for his and his officers entertainm[en]t for on mo[nth] to beginn the 27 present	542	16	0
435	head		No 2 1 [Septem]bre [1642]			
436	open table	sallery 5	p[ai]d m[aste]r Stephen marshall chaplaine to my lord g[enera]lls reg[imen]t for his provision and other necessaries	20	0	0
437	tr	69	p[ai]d Collonell wadlaw Co[lone]ll of a reg[imen]t of 600 dragooners besid[es] officers for himself officers and levy monie	3696	-	-
438	tr	69	p[ai]d the Earle of Peterborrough coll[onel] of a reg[imen]t of 800 men for on mo[nths] entertainm[en]t of himself & officers from the 30 Julie to the 26 Aug[us]t & for levy monye 400l	1044	16	0
439	tr	70	p[ai]d to leift[enan]t Ralph whisler for mountinge himself and other officers	140	0	0
